Name,Ratings,genres,overview,Year,Cast
Comedy Nights Bachao,8.3,Comedy,"Every week 'Comedy Nights Bachao' brings together celebrity guests, who literally become the butt of all jokes.",2015–2016,"Krishna Abhishek ,Bharti Singh ,Sudesh Lehri ,Mubeen Saudagar"
Comedy Nights Live,4.5,Comedy,"Popular comedian Krushna Abhishek, along with Bharti Singh and Sudesh Lehri, gets up close and personal with celebrity guests. They also entertain the audiences with their comedy skits.",2016,"Krishna Abhishek ,Bharti Singh ,Sudesh Lehri ,Siddharth Sagar"
Comedy Nights Bachao Taaza,6.7,Comedy,Add a Plot,2016–2017,"Krishna Abhishek ,Manan Desai ,Bharti Singh ,Mona Singh"
Pavitra Bhagya,8.3,Drama,"Jugnu lives a tough life in an orphanage and her mother Pranati doesn't even know about her existence. As for Jugnu's father Reyansh, life is one big party and love is a liability. Will this broken family ever come together?",2020– ,"Kunal Jaisingh ,Aneri Vajani ,Aashish Kaul ,Swarna Bharat"
Mujhse Shaadi Karoge,3.5,Reality-TV,Television celebrities Shehnaaz Gill and Paras Chhabra try to find a suitable life partner for themselves and ask the contestants to undergo a series of challenges.,2020,"Paras Chhabra ,Shehnaaz Gill ,Manish Paul ,Sidharth Shukla"
Court Room: Sachchai Hazir Ho,8.1,Crime,"The series is inspired from the real cases put forward to the court. It deals the problems in name changing, cold murder and gives a logical moral to the case.",2019– ,"Sanjeev Tyagi ,Nissar Khan ,Devika Sharma ,Prem Saxena"
Molkki,4.4,Drama,The journey and relationship of Purvi and Virendra Pratap Singh who are bound by this custom and find themselves in a transactions relationship.,2020– ,"Priyal Mahajan ,Amar Upadhyay ,Shantanu Monga ,Priyanka Zemse"
Ishq Mein Marjawan 2,6.7,"Drama, Mystery, Romance","Riddhima and Vansh are back but this time, their relationship is not what it appears to be. Which new (or old?) enemy will they have to fight?",2020– ,"Helly Shah ,Rrahul Sudhir ,Vishal Vashishtha ,Smita Sharan"
Kuch Toh Hai: Naagin Ek Naye Rang Mein,5.5,"Fantasy, Horror, Romance","Rehan, a local heart-throb, hides his dark powers beneath a cool demeanour. An encounter with Priya,an angel, turns his life upside down, leading to conflict and passion.",2021– ,"Abhinay Raj Singh ,Krishna Mukherjee ,Harsh Rajput ,Rohit Raj Singh"
Udaariyaan,4.1,Drama,"Hailing from a small village in Punjab, the Sandhu family is driven by one obsession: migrate to Canada. A cruel twist of fate, however, has different plans for the two sisters Tejo and Jasmine when the dashing Fateh comes to their lives.",2021– ,"Ankit Gupta ,Priyanka Chahar Choudhary ,Isha Malviya ,Aman Kaur Dheer"
Pinjara Khubsurti Ka,2.0,Drama,"Mayura, a young woman, leads an unhappy life because the people around her recognise her for her beauty and not for her skills and accomplishments.",2020– ,"Sahil Uppal ,Riya Sharma ,Jaya Bhattacharya ,Gautam Vig"
Namak Issk Ka,7.4,Drama,"15 years ago, Ravikant and Nishkant's cars meet with a terrible accident. Later, Chamcham disguises herself as Pandit's daughter and performs.",2020–2021,"Shruti Sharma ,Aditya Ojha ,Monalisa ,Annu"
Bawara Dil,6.3,"Drama, Romance","A rebellious Shiva and a righteous Siddhi are as different as fire and ice - but, what happens when they get married with a common goal in mind? To destroy one another. Will they find love? Will their relationship survive the test of time?",2021– ,"Aditya Redij ,Kinjal Dhamecha ,Salman Khan ,Swapnil Phadke"
Sasural Simar Ka 2,4.4,Drama,"Gitanjali Devi entrusts Simar Bhardwaj with the task of finding an ideal bride for her grandson. Simar's quest ends when she meets her namesake, Simar Narayan, who dreams of making it big as a singer.",2021– ,"Radhika Muthukumar ,Avinash Mukherjee ,Oceen Gandhi ,Jayati Bhatia"
Nima Denzongpa,7.4,Drama,"Nima Denzongpa, a young bride from Sikkim, shifts to Mumbai with her husband but their arrival results in racial discrimination against her.",2021– ,"Sharmila Rajaram Shinde ,Surabhi Das ,Sonakshi Batra ,Iqbal Khan"
Thoda Sa Baadal Thoda Sa Paani,8.0,Drama,"When Kajol's father passes away on the day of her wedding to Arjun, she must learn to balance her family's responsibilities with her romantic relationship.",2021– ,"Ishita Dutta ,Arsh Merchant ,Karan Suchak ,Harshad Arora"
The Big Picture,2.1,"Game-Show, Reality-TV",The Big Picture is a 12-stage trivia-based game show in which participants answer multiple-choice questions related to images that appear in front of them on a large screen. They get chance to win upto Rs. 5 Crores.,2021– ,
Sirf Tum,8.5,Drama,"A kind-hearted girl, Suhani dreams to be a doctor, Ranveer a strong-minded man, just has one obsession, Suhani. Destiny brings them together, but a dark secret looms over them. Will it keep them united or will it break their bond forever?",2021– ,"Sapan Gulati ,Vivian Dsena ,Eisha Singh ,Puneet Chouksey"
Balika Vadhu 2,8.6,Drama,"Anandi is a feisty, intelligent young girl in Gujarat who is trapped in the shackles of marriage at a tender age. How does Anandi take on the injustice meted out to her?",2021– ,"Shivangi Joshi ,Randeep Rai ,Shreya Patel ,Samridh Bawa"
Thapki Pyar Ki 2,7.7,Drama,Add a Plot,2021– ,"Jigyasa Singh ,Akash Ahuja ,Nandini Maurya ,Prachi Bansal"
Parineeti,6.4,"Drama, Romance",Add a Plot,2022– ,"Sahil Sethi ,Aanchal Sahu ,Tanvi Dogra ,Vriddhi Tiwari"
Swaran Ghar,7.5,Drama,"Kanwaljeet and Swaran live the perfect life, have the perfect house and are a perfect couple. However, what will happen when their perfect life gets marred by their children?",2022– ,"Sangeeta Ghosh ,Ajay Chaudhary ,Ronit Roy ,Rohit Choudhary"
Spy Bahu,9.1,Drama,"Love blooms between Sejal, a clumsy girl, and Yohan, a handsome young man who is always around to rescue her. However, their real lives pose as barricades between their relationship.",2022– ,"Sana Sayyad ,Sehban Azim ,Ayub Khan ,Nikunj Malik"
Fanaa: Ishq Mein Marjawan,8.6,Thriller,"Deep, a wealthy man, plans to frame Aarohi for the murders by his serial killer wife, Tara. However, things take a turn when he starts to fall for her.",2022– ,"Reem Shaikh ,Zain Imam ,Akshit Sukhija ,Leysan Karimova"
Jijaji Chhat Par Hai,8.0,"Comedy, Romance","Two men live as fake husband and wife only to find a shelter and work, meanwhile focusing on their music career. While the teenage daughter of their landlord and boss becomes attracted to one of them.",2018–2020,"Subhasis Chakraborty ,Hiba Nawab ,Nikhil Khurana ,Anup Upadhyay"
Saat Phero Ki Hera Pherie,7.7,Comedy,A hilarious story of two married couples and their journey to understand if there is anything called as an happy marriage.,2018,"Shekhar Suman ,Swati Shah ,Ami Trivedi ,Amit Mistry"
Taarak Mehta Ka Ooltah Chashmah,8.2,"Comedy, Family","The day-to-day happenings of Gokuldham Society and its members, who live, celebrate and often face problems together.",2008– ,"Dilip Joshi ,Disha Vakani ,Bhavya Gandhi ,Amit Bhatt"
Tenali Rama,7.8,"Comedy, Family, History",The story of the legendary poet in Emperor Krishnadevaraya's court who uses his timely wit and intelligence to solve even the trickiest problems and becomes very popular in the King's court.,2017–2020,"Krishna Bharadwaj ,Pankaj Berry ,Manav Gohil ,Priyamvada Kant"
Baal Veer,2.1,"Action, Adventure, Comedy",Baal Veer is a SuperKid who fights for good and honest children.,2012– ,"Dev Joshi ,Anushka Sen ,Rudra Soni ,Gaurav Pareek"
Aadat Se Majboor,8.0,Comedy,"Set in the city of dreams Mumbai, 'Aadat Se Majboor' is a fun filled caper of what happens when five young people with totally different personalities come to work under one space.",2017– ,"Rishab Chadha ,Sana Khan ,Vanshika Sharma ,Anuj Pandit"
Office Office,8.9,Comedy,The show follows the comedy of a man struggling to get his work done in corrupt offices.,2000– ,"Pankaj Kapur ,Deven Bhojani ,Sanjay Mishra ,Manoj Pahwa"
Papad Pol - Shahabuddin Rathod Ki Rangeen Duniya,6.8,Comedy,Add a Plot,2010– ,"Swapnil Joshi ,Ami Trivedi ,Lavina Tandon ,Alpana Buch"
Lapataganj,7.9,Comedy,Story revolves around people lived in village called ' Lapataganj' and main character is head postmaster Mukundilal gupta.,2009–2014,"Vineet Kumar ,Rohitash Gaud ,Sucheta Khanna ,Shubhangi Gokhale"
"TV, Biwi aur Main",7.7,Comedy,"Rajeev (Karan Veer Mehra), a television daily-soap producer, is a workaholic, much to his wife's dismay. Hilarity ensues when he tries to strike a balance between his personal and professional life.",2017,"Karanveer Mehra ,Shruti Seth ,Tanvi Thakkar ,Sudeepa Singh"
Yam Hain Hum,7.9,Fantasy,"Yamraj 'Yam"" is God of Death and is staying in Yamlok, Once upon a time he comes in Earth with his Assistant Chitragupt. discovers that the people on Earth misunderstand him as a scary villain who takes away lives.",2014– ,"Manav Gohil ,Atul Parchure ,Manas Shah ,Sandeep Arora"
Yes Boss,8.4,Comedy,"Meera (Kavita Kapoor) and Mohan Srivastava (Rakesh Bedi) are married and working in the same office. They have not disclosedtheir relationship to their boss Vinod Verma (Aashif Sheikh), who...                See full summary »",1999–2009,"Rakesh Bedi ,Aashif Sheikh ,Kavita Kapoor ,Ashiesh Roy"
Left Right Left,8.0,Drama,"Six confused, dis-oriented cadets in an Indian Army academy face many obstacles, yet stand together.",2006–2008,"Rajeev Khandelwal ,Kunal Karan Kapoor ,Shweta Salve ,Arjun Bijlani"
Jeannie Aur Juju,6.3,"Comedy, Drama, Fantasy",I DREAM OF JEANNIE is based on the romantic & fantasy filled adventures of Jeannie and Captain Vicky who is a commercial pilot with Fly High Airlines. The action begins when Vicky abandons ...                See full summary »,2012– ,"Ali Asgar ,Giaa Manek ,Rubina Dilaik ,Navina Bole"
F.I.R.,7.7,Comedy,Centered around a Haryanvi female police officer named Chandramukhi Chautala and her funny subordinates. The show depicts their lives as they try to solve every case which comes to Imaan Chowki in a comical and unusual way.,2006– ,"Kavita Kaushik ,Gopi Bhalla ,Aamir Ali ,Kiku Sharda"
Namune,7.0,Comedy,Niranjan's life changes when the author P. L. Deshpande walks into his life to educate him.,2018,"Sharmila Rajaram Shinde ,Sanjay Mone ,Subodh Bhave ,Deven Bhojani"
Aladdin - Naam Toh Suna Hoga,5.7,Fantasy,The show is based on the Arabian Nights character Aladdin. Aladdin is a young man who falls in love with Princess Yasmine. His life changes after he finds a magical lamp which has a gene inside.,2018–2021,"Siddharth Nigam ,Avneet Kaur ,Smita Bansal ,Aamir Dalvi"
Super Sisters - Chalega Pyar Ka Jaadu,,Drama,"Shivani and Siddhi, two sisters, have an unbreakable bond and back each other after losing their parents at an early age. With the elapse of time, both get magical powers for the welfare of...                See full summary »",,"Arsh Merchant ,Manini Mishra ,Vaishali Takkar ,Gaurav Wadhwa"
Badi Door Se Aaye Hain,8.6,"Comedy, Drama, Fantasy",A family of aliens set off on an adventurous journey as they pose to be humans and come down to Earth in search of their son.,2014–2016,"Sumeet Raghavan ,Rupali Bhosale ,Vinay Rohrra ,Punit Talreja"
Shankar Jaikishan 3 in 1,7.5,Comedy,A person named Kishan hides the fact of his two twin brothers' death to his mother.His life takes a twist turn when his mother decides to marry her three sons.,2017,"Chitrashi Rawat ,Kettan Singh ,Falaq Naaz ,Dayashankar Pandey"
Partners,8.3,"Action, Comedy, Crime","Inspector Manav Anang Desai, a happy go lucky, bumbling Police Officer, and Inspector Aditya by-the-book Police Officer, as they are forced into forming an unlikely partnership.",2017–2018,"Johny Lever ,Kiku Sharda ,Vipul Roy ,Aditya Deshmukh"
Gilli Gilli Gappa,8.7,Comedy,The story proceeds when the three kids see the death of their mother and request God to send her back. The mother then returns as a fairy and fulfills all her children's dreams with the magical power that she possesses.,2010–2011,
Ring Wrong Ring,7.9,Comedy,Mansi Sharma gets Magical Ring which is invented by her late father in law. Because of manufacturing default magical ring fulfill the wish of person who wears it but magic happens with some...                See full summary »,2010– ,"Rakesh Bedi ,Ujjwal Chopra ,Anita Kanwal ,Aashif Sheikh"
Khatmal E Ishq,0.0,Comedy,Add a Plot,2016–2017,"Sandeep Sharma ,Hanumann Gudshaa ,Sheena Bajaj ,Mithilesh Chaturvedi"
Khidki,8.3,Comedy,A Comedy Series Based on users who tweet their funny stories in 140 characters on Twitter.,2016– ,"Aman Sandhu ,Abraam Pandey ,Prveshika Chauhan ,Vije Bhatia"
Mrs. & Mr. Sharma Allahabadwale,7.1,Comedy,This show celebrates the comic spirit and life of a small town. It is a story of the struggle of day-to-day incidents in the life of a middle-class family. It shows clash of values and ethics between people of small towns and large cities,2010– ,"Rajesh Kumar ,Divyanka Tripathi Dahiya ,Vandana Pathak ,Ashish Bhatia"
Sahib Biwi Aur Boss,7.7,Comedy,"A desperate Anisha lies about her marital status to bag a job. However, when her boss tries to hook her up with one of her cousins, Anisha's husband, Sunny, becomes insecure and joins the company.",2015– ,"Vipul Roy ,Mugdha Chaphekar ,Resham Tipnis ,Dhruv Uday Singh"
Shrimaan Shrimati,8.7,Comedy,"In this series based on the premise ""love thy neighbour's wife,"" the main characters are Keshav Kulkarni and his wife Kokila, and their neighbours Prema Shalini and her husband Dilruba. ...                See full summary »",1994– ,"Jatin Kanakia ,Reema Lagoo ,Archana Puran Singh ,Rakesh Bedi"
Tota Weds Maina,0.0,Comedy,"Tota Tiwari (Gaurav Gera) is the youngest of the colorful family of Tiwari Sadan. On the day of his wedding, his bride to be (Samiksha Bhatt) gets swapped by another bride in a mass ...                See full summary »",2013,"Kavita Kaushik ,Atul Srivastava ,Samiksha Bhatt ,Gaurav Gera"
Trideviyaan,6.6,"Action, Comedy","Two pretty housewives work for their father-in-law as secret agents. They are joined by their younger sister-in-law who threatened to blow their cover, but turns into a competent agent ...                See full summary »",2016–2017,"Aishwarya Sakhuja ,Samaira Rao ,Shalini Sahuta ,Rituraj Singh"
Jugni Chali Jalandhar,6.8,Comedy,"A girl from London (England) travels to small town Jagtaaria in Jalandhar, Punjab,India in order to change the conservative outlook of her boyfriend's family. But first she has to pretend to be an illiterate.",2009–2010,"Asha Sachdev ,Karan Goddwani ,Namrata Ramsay ,Rohan Tiwari"
Pritam Pyare Aur Woh,9.1,"Comedy, Horror","""Pritam Pyaare Aur Woh"" is India's first ""Ghost Buster"" horror comedy show. Pritam and Pyaare are brothers who accidentally and unknowingly solve ghost buster cases.",2014,"Rajesh Kumar ,Siddharth Sagar ,Prasad Barve ,Aarti Rana"
Chidiya Ghar,5.2,Comedy,"A comedy and educational show revolving around a house named Chidiyaghar, named after the late wife of a retired principal Kesari Narayan, his two sons and their wives respectively. The ...                See full summary »",2011– ,"Sumit Arora ,Rajendra Gupta ,Paresh Ganatra ,Mamta Gurnani"
Jo Biwi Se Kare Pyaar,8.1,Romance,Jo Biwi Se Kare Pyaar is a romantic-comedy in which Aditya takes the onus of taking on any challenge that household life throws - for his wife Suhani.,2013– ,"Arjun Bijlani ,Shweta Gulati ,Rakesh Paul ,Gungun Uprari"
Lo Ho Gayi Pooja Iss Ghar Ki,0.0,Comedy,Pooja runs away from home on her wedding day to fulfill her dream of becoming a singer. She meets SRK and enters his house as a cook. The story revolves around how she wins the hearts of his family,2008–2009,"Sana Saeed ,Amit Dolawat ,Rohini Hattangadi ,Mushtaq Khan"
Beechwale - Bapu Dekh Raha Hai,8.1,"Comedy, Drama","The story of a person from middle-class India, stuck between his values and aspirations.",2018– ,"Mana Singh Parmar ,Pramod Saini ,Sehreen Sofi ,Zakhir Hussain"
"Mangalam Dangalam - Kabhi Pyaar, Kabhi Vaar",8.1,Comedy,"Rumi and Arjun hail from different backgrounds and fall in love with each other. However, he must convince her father that he is the right man for his beloved daughter.",2018–2019,"Nehal Vadoliya ,Manoj Joshi ,Raghav Binani ,Shobha Khote"
